pclass,survived,name,sex,,,,,,,,,,,,,,,,,,,
1,0,"Ross, Mr. John Hugo",male,,,,,,,,,,,,,,,,,,,
1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,,,,,,,,,,,,,,,,,,,
1,0,"Rothschild, Mr. Martin",male,,,,,,,,,,,,,,,,,,,
1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,,,,,,,,,,,,,,,,,,,
1,0,"Rowe, Mr. Alfred G",male,,,,,,,,,,,,,,,,,,,
1,1,"Ryerson, Master. John Borie",male,,,,,,,,,,,,,,,,,,,
1,1,"Ryerson, Miss. Emily Borie",female,,,,,,,,,,,,,,,,,,,
1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,,,,,,,,,,,,,,,,,,,
1,0,"Ryerson, Mr. Arthur Larned",male,,,,,,,,,,,,,,,,,,,
1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,,,,,,,,,,,,,,,,,,,
1,1,"Saalfeld, Mr. Adolphe",male,,,,,,,,,,,,,,,,,,,
1,1,"Sagesser, Mlle. Emma",female,,,,,,,,,,,,,,,,,,,
1,1,"Salomon, Mr. Abraham L",male,,,,,,,,,,,,,,,,,,,
1,1,"Schabert, Mrs. Paul (Emma Mock)",female,,,,,,,,,,,,,,,,,,,
1,1,"Serepeca, Miss. Augusta",female,,,,,,,,,,,,,,,,,,,
1,1,"Seward, Mr. Frederic Kimber",male,,,,,,,,,,,,,,,,,,,
1,1,"Shutes, Miss. Elizabeth W",female,,,,,,,,,,,,,,,,,,,
1,1,"Silverthorne, Mr. Spencer Victor",male,,,,,,,,,,,,,,,,,,,
1,0,"Silvey, Mr. William Baird",male,,,,,,,,,,,,,,,,,,,
1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,,,,,,,,,,,,,,,,,,,
1,1,"Simonius-Blumer, Col. Oberst Alfons",male,,,,,,,,,,,,,,,,,,,
1,1,"Sloper, Mr. William Thompson",male,,,,,,,,,,,,,,,,,,,
1,0,"Smart, Mr. John Montgomery",male,,,,,,,,,,,,,,,,,,,
1,0,"Smith, Mr. James Clinch",male,,,,,,,,,,,,,,,,,,,
1,0,"Smith, Mr. Lucien Philip",male,,,,,,,,,,,,,,,,,,,
1,0,"Smith, Mr. Richard William",male,,,,,,,,,,,,,,,,,,,
1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,,,,,,,,,,,,,,,,,,,
1,1,"Snyder, Mr. John Pillsbury",male,,,,,,,,,,,,,,,,,,,
1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,,,,,,,,,,,,,,,,,,,
1,1,"Spedden, Master. Robert Douglas",male,,,,,,,,,,,,,,,,,,,
1,1,"Spedden, Mr. Frederic Oakley",male,,,,,,,,,,,,,,,,,,,
1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,,,,,,,,,,,,,,,,,,,
1,0,"Spencer, Mr. William Augustus",male,,,,,,,,,,,,,,,,,,,
1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,,,,,,,,,,,,,,,,,,
1,1,"Stahelin-Maeglin, Dr. Max",male,,,,,,,,,,,,,,,,,,,
1,0,"Stead, Mr. William Thomas",male,,,,,,,,,,,,,,,,,,,
1,1,"Stengel, Mr. Charles Emil Henry",male,,,,,,,,,,,,,,,,,,,
1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,,,,,,,,,,,,,,,,,,,
1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,,,,,,,,,,,,,,,,,,,
1,0,"Stewart, Mr. Albert A",male,,,,,,,,,,,,,,,,,,,
1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,,,,,,,,,,,,,,,,,,,
1,0,"Straus, Mr. Isidor",male,,,,,,,,,,,,,,,,,,,
1,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,,,,,,,,,,,,,,,,,,,
1,0,"Sutton, Mr. Frederick",male,,,,,,,,,,,,,,,,,,,
1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,,,,,,,,,,,,,,,,,,,
1,1,"Taussig, Miss. Ruth",female,,,,,,,,,,,,,,,,,,,
1,0,"Taussig, Mr. Emil",male,,,,,,,,,,,,,,,,,,,
1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,,,,,,,,,,,,,,,,,,,
1,1,"Taylor, Mr. Elmer Zebley",male,,,,,,,,,,,,,,,,,,,
1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,,,,,,,,,,,,,,,,,,
1,0,"Thayer, Mr. John Borland",male,,,,,,,,,,,,,,,,,,,
1,1,"Thayer, Mr. John Borland Jr",male,,,,,,,,,,,,,,,,,,,
1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,,,,,,,,,,,,,,,,,,,
1,1,"Thorne, Mrs. Gertrude Maybelle",female,,,,,,,,,,,,,,,,,,,
1,1,"Tucker, Mr. Gilbert Milligan Jr",male,,,,,,,,,,,,,,,,,,,
1,0,"Uruchurtu, Don. Manuel E",male,,,,,,,,,,,,,,,,,,,
1,0,"Van der hoef, Mr. Wyckoff",male,,,,,,,,,,,,,,,,,,,
1,0,"Walker, Mr. William Anderson",male,,,,,,,,,,,,,,,,,,,
1,1,"Ward, Miss. Anna",female,,,,,,,,,,,,,,,,,,,
1,0,"Warren, Mr. Frank Manley",male,,,,,,,,,,,,,,,,,,,
1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,,,,,,,,,,,,,,,,,,,
1,0,"Weir, Col. John",male,,,,,,,,,,,,,,,,,,,
1,0,"White, Mr. Percival Wayland",male,,,,,,,,,,,,,,,,,,,
1,0,"White, Mr. Richard Frasar",male,,,,,,,,,,,,,,,,,,,
1,1,"White, Mrs. John Stuart (Ella Holmes)",female,,,,,,,,,,,,,,,,,,,
1,1,"Wick, Miss. Mary Natalie",female,,,,,,,,,,,,,,,,,,,
1,0,"Wick, Mr. George Dennick",male,,,,,,,,,,,,,,,,,,,
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,,,,,,,,,,,,,,,,,,,
1,0,"Widener, Mr. George Dunton",male,,,,,,,,,,,,,,,,,,,
1,0,"Widener, Mr. Harry Elkins",male,,,,,,,,,,,,,,,,,,,
1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,,,,,,,,,,,,,,,,,,,
1,1,"Willard, Miss. Constance",female,,,,,,,,,,,,,,,,,,,
1,0,"Williams, Mr. Charles Duane",male,,,,,,,,,,,,,,,,,,,
1,1,"Williams, Mr. Richard Norris II",male,,,,,,,,,,,,,,,,,,,
1,0,"Williams-Lambert, Mr. Fletcher Fellows",male,,,,,,,,,,,,,,,,,,,
1,1,"Wilson, Miss. Helen Alice",female,,,,,,,,,,,,,,,,,,,
1,1,"Woolner, Mr. Hugh",male,,,,,,,,,,,,,,,,,,,
1,0,"Wright, Mr. George",male,,,,,,,,,,,,,,,,,,,
1,1,"Young, Miss. Marie Grice",female,,,,,,,,,,,,,,,,,,,
2,0,"Abelson, Mr. Samuel",male,,,,,,,,,,,,,,,,,,,
2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,,,,,,,,,,,,,,,,,,,
2,0,"Aldworth, Mr. Charles Augustus",male,,,,,,,,,,,,,,,,,,,
2,0,"Andrew, Mr. Edgardo Samuel",male,,,,,,,,,,,,,,,,,,,
2,0,"Andrew, Mr. Frank Thomas",male,,,,,,,,,,,,,,,,,,,
2,0,"Angle, Mr. William A",male,,,,,,,,,,,,,,,,,,,
2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,,,,,,,,,,,,,,,,,,,
2,0,"Ashby, Mr. John",male,,,,,,,,,,,,,,,,,,,
2,0,"Bailey, Mr. Percy Andrew",male,,,,,,,,,,,,,,,,,,,
2,0,"Baimbrigge, Mr. Charles Robert",male,,,,,,,,,,,,,,,,,,,
2,1,"Ball, Mrs. (Ada E Hall)",female,,,,,,,,,,,,,,,,,,,
2,0,"Banfield, Mr. Frederick James",male,,,,,,,,,,,,,,,,,,,
2,0,"Bateman, Rev. Robert James",male,,,,,,,,,,,,,,,,,,,
2,1,"Beane, Mr. Edward",male,,,,,,,,,,,,,,,,,,,
2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,,,,,,,,,,,,,,,,,,,
2,0,"Beauchamp, Mr. Henry James",male,,,,,,,,,,,,,,,,,,,
2,1,"Becker, Master. Richard F",male,,,,,,,,,,,,,,,,,,,
2,1,"Becker, Miss. Marion Louise",female,,,,,,,,,,,,,,,,,,,
2,1,"Becker, Miss. Ruth Elizabeth",female,,,,,,,,,,,,,,,,,,,
2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,,,,,,,,,,,,,,,,,,,
2,1,"Beesley, Mr. Lawrence",male,,,,,,,,,,,,,,,,,,,
2,1,"Bentham, Miss. Lilian W",female,,,,,,,,,,,,,,,,,,,
2,0,"Berriman, Mr. William John",male,,,,,,,,,,,,,,,,,,,
2,0,"Botsford, Mr. William Hull",male,,,,,,,,,,,,,,,,,,,
2,0,"Bowenur, Mr. Solomon",male,,,,,,,,,,,,,,,,,,,
2,0,"Bracken, Mr. James H",male,,,,,,,,,,,,,,,,,,,
2,1,"Brown, Miss. Amelia ""Mildred""",female,,,,,,,,,,,,,,,,,,,
2,1,"Brown, Miss. Edith Eileen",female,,,,,,,,,,,,,,,,,,,
2,0,"Brown, Mr. Thomas William Solomon",male,,,,,,,,,,,,,,,,,,,
2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,,,,,,,,,,,,,,,,,,,
2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,,,,,,,,,,,,,,,,,,,
2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,,,,,,,,,,,,,,,,,,,
2,1,"Buss, Miss. Kate",female,,,,,,,,,,,,,,,,,,,
2,0,"Butler, Mr. Reginald Fenton",male,,,,,,,,,,,,,,,,,,,
2,0,"Byles, Rev. Thomas Roussel Davids",male,,,,,,,,,,,,,,,,,,,
2,1,"Bystrom, Mrs. (Karolina)",female,,,,,,,,,,,,,,,,,,,
2,1,"Caldwell, Master. Alden Gates",male,,,,,,,,,,,,,,,,,,,
2,1,"Caldwell, Mr. Albert Francis",male,,,,,,,,,,,,,,,,,,,
2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,,,,,,,,,,,,,,,,,,,
2,1,"Cameron, Miss. Clear Annie",female,,,,,,,,,,,,,,,,,,,
2,0,"Campbell, Mr. William",male,,,,,,,,,,,,,,,,,,,
2,0,"Carbines, Mr. William",male,,,,,,,,,,,,,,,,,,,
2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,,,,,,,,,,,,,,,,,,,
2,0,"Carter, Rev. Ernest Courtenay",male,,,,,,,,,,,,,,,,,,,
2,0,"Chapman, Mr. Charles Henry",male,,,,,,,,,,,,,,,,,,,
2,0,"Chapman, Mr. John Henry",male,,,,,,,,,,,,,,,,,,,
2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,,,,,,,,,,,,,,,,,,,
2,1,"Christy, Miss. Julie Rachel",female,,,,,,,,,,,,,,,,,,,
2,1,"Christy, Mrs. (Alice Frances)",female,,,,,,,,,,,,,,,,,,,
2,0,"Clarke, Mr. Charles Valentine",male,,,,,,,,,,,,,,,,,,,
2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,,,,,,,,,,,,,,,,,,,
2,0,"Coleridge, Mr. Reginald Charles",male,,,,,,,,,,,,,,,,,,,
2,0,"Collander, Mr. Erik Gustaf",male,,,,,,,,,,,,,,,,,,,
2,1,"Collett, Mr. Sidney C Stuart",male,,,,,,,,,,,,,,,,,,,
2,1,"Collyer, Miss. Marjorie ""Lottie""",female,,,,,,,,,,,,,,,,,,,
2,0,"Collyer, Mr. Harvey",male,,,,,,,,,,,,,,,,,,,
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,,,,,,,,,,,,,,,,,,,
2,1,"Cook, Mrs. (Selena Rogers)",female,,,,,,,,,,,,,,,,,,,
2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,,,,,,,,,,,,,,,,,,,
2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,,,,,,,,,,,,,,,,,,
2,0,"Cotterill, Mr. Henry ""Harry""",male,,,,,,,,,,,,,,,,,,,
2,0,"Cunningham, Mr. Alfred Fleming",male,,,,,,,,,,,,,,,,,,,
2,1,"Davies, Master. John Morgan Jr",male,,,,,,,,,,,,,,,,,,,
2,0,"Davies, Mr. Charles Henry",male,,,,,,,,,,,,,,,,,,,
2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,,,,,,,,,,,,,,,,,,,
2,1,"Davis, Miss. Mary",female,,,,,,,,,,,,,,,,,,,
2,0,"de Brito, Mr. Jose Joaquim",male,,,,,,,,,,,,,,,,,,,
2,0,"Deacon, Mr. Percy William",male,,,,,,,,,,,,,,,,,,,
2,0,"del Carlo, Mr. Sebastiano",male,,,,,,,,,,,,,,,,,,,
2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,,,,,,,,,,,,,,,,,,,
2,0,"Denbury, Mr. Herbert",male,,,,,,,,,,,,,,,,,,,
2,0,"Dibden, Mr. William",male,,,,,,,,,,,,,,,,,,,
2,1,"Doling, Miss. Elsie",female,,,,,,,,,,,,,,,,,,,
2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,,,,,,,,,,,,,,,,,,,
2,0,"Downton, Mr. William James",male,,,,,,,,,,,,,,,,,,,
2,1,"Drew, Master. Marshall Brines",male,,,,,,,,,,,,,,,,,,,
2,0,"Drew, Mr. James Vivian",male,,,,,,,,,,,,,,,,,,,
2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,,,,,,,,,,,,,,,,,,,
2,1,"Duran y More, Miss. Asuncion",female,,,,,,,,,,,,,,,,,,,
2,1,"Duran y More, Miss. Florentina",female,,,,,,,,,,,,,,,,,,,
2,0,"Eitemiller, Mr. George Floyd",male,,,,,,,,,,,,,,,,,,,
2,0,"Enander, Mr. Ingvar",male,,,,,,,,,,,,,,,,,,,
2,0,"Fahlstrom, Mr. Arne Jonas",male,,,,,,,,,,,,,,,,,,,
2,0,"Faunthorpe, Mr. Harry",male,,,,,,,,,,,,,,,,,,,
2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,,,,,,,,,,,,,,,,,,,
2,0,"Fillbrook, Mr. Joseph Charles",male,,,,,,,,,,,,,,,,,,,
2,0,"Fox, Mr. Stanley Hubert",male,,,,,,,,,,,,,,,,,,,
2,0,"Frost, Mr. Anthony Wood ""Archie""",male,,,,,,,,,,,,,,,,,,,
2,0,"Funk, Miss. Annie Clemmer",female,,,,,,,,,,,,,,,,,,,
2,0,"Fynney, Mr. Joseph J",male,,,,,,,,,,,,,,,,,,,
2,0,"Gale, Mr. Harry",male,,,,,,,,,,,,,,,,,,,
2,0,"Gale, Mr. Shadrach",male,,,,,,,,,,,,,,,,,,,
2,1,"Garside, Miss. Ethel",female,,,,,,,,,,,,,,,,,,,
2,0,"Gaskell, Mr. Alfred",male,,,,,,,,,,,,,,,,,,,
2,0,"Gavey, Mr. Lawrence",male,,,,,,,,,,,,,,,,,,,
2,0,"Gilbert, Mr. William",male,,,,,,,,,,,,,,,,,,,
2,0,"Giles, Mr. Edgar",male,,,,,,,,,,,,,,,,,,,
2,0,"Giles, Mr. Frederick Edward",male,,,,,,,,,,,,,,,,,,,
2,0,"Giles, Mr. Ralph",male,,,,,,,,,,,,,,,,,,,
2,0,"Gill, Mr. John William",male,,,,,,,,,,,,,,,,,,,
2,0,"Gillespie, Mr. William Henry",male,,,,,,,,,,,,,,,,,,,
2,0,"Givard, Mr. Hans Kristensen",male,,,,,,,,,,,,,,,,,,,
2,0,"Greenberg, Mr. Samuel",male,,,,,,,,,,,,,,,,,,,
2,0,"Hale, Mr. Reginald",male,,,,,,,,,,,,,,,,,,,
2,1,"Hamalainen, Master. Viljo",male,,,,,,,,,,,,,,,,,,,
2,1,"Hamalainen, Mrs. William (Anna)",female,,,,,,,,,,,,,,,,,,,
2,0,"Harbeck, Mr. William H",male,,,,,,,,,,,,,,,,,,,
2,1,"Harper, Miss. Annie Jessie ""Nina""",female,,,,,,,,,,,,,,,,,,,
2,0,"Harper, Rev. John",male,,,,,,,,,,,,,,,,,,,
2,1,"Harris, Mr. George",male,,,,,,,,,,,,,,,,,,,
2,0,"Harris, Mr. Walter",male,,,,,,,,,,,,,,,,,,,
2,1,"Hart, Miss. Eva Miriam",female,,,,,,,,,,,,,,,,,,,
2,0,"Hart, Mr. Benjamin",male,,,,,,,,,,,,,,,,,,,
2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,,,,,,,,,,,,,,,,,,,
2,1,"Herman, Miss. Alice",female,,,,,,,,,,,,,,,,,,,
2,1,"Herman, Miss. Kate",female,,,,,,,,,,,,,,,,,,,
2,0,"Herman, Mr. Samuel",male,,,,,,,,,,,,,,,,,,,
2,1,"Herman, Mrs. Samuel (Jane Laver)",female,,,,,,,,,,,,,,,,,,,
2,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,,,,,,,,,,,,,,,,,,,
2,0,"Hickman, Mr. Leonard Mark",male,,,,,,,,,,,,,,,,,,,
2,0,"Hickman, Mr. Lewis",male,,,,,,,,,,,,,,,,,,,
2,0,"Hickman, Mr. Stanley George",male,,,,,,,,,,,,,,,,,,,
2,0,"Hiltunen, Miss. Marta",female,,,,,,,,,,,,,,,,,,,
2,1,"Hocking, Miss. Ellen ""Nellie""",female,,,,,,,,,,,,,,,,,,,
2,0,"Hocking, Mr. Richard George",male,,,,,,,,,,,,,,,,,,,
2,0,"Hocking, Mr. Samuel James Metcalfe",male,,,,,,,,,,,,,,,,,,,
2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,,,,,,,,,,,,,,,,,,,
2,0,"Hodges, Mr. Henry Price",male,,,,,,,,,,,,,,,,,,,
2,0,"Hold, Mr. Stephen",male,,,,,,,,,,,,,,,,,,,
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,,,,,,,,,,,,,,,,,,,
2,0,"Hood, Mr. Ambrose Jr",male,,,,,,,,,,,,,,,,,,,
2,1,"Hosono, Mr. Masabumi",male,,,,,,,,,,,,,,,,,,,
2,0,"Howard, Mr. Benjamin",male,,,,,,,,,,,,,,,,,,,
2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,,,,,,,,,,,,,,,,,,,
2,0,"Hunt, Mr. George Henry",male,,,,,,,,,,,,,,,,,,,
2,1,"Ilett, Miss. Bertha",female,,,,,,,,,,,,,,,,,,,
2,0,"Jacobsohn, Mr. Sidney Samuel",male,,,,,,,,,,,,,,,,,,,
2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,,,,,,,,,,,,,,,,,,,
2,0,"Jarvis, Mr. John Denzil",male,,,,,,,,,,,,,,,,,,,
2,0,"Jefferys, Mr. Clifford Thomas",male,,,,,,,,,,,,,,,,,,,
2,0,"Jefferys, Mr. Ernest Wilfred",male,,,,,,,,,,,,,,,,,,,
2,0,"Jenkin, Mr. Stephen Curnow",male,,,,,,,,,,,,,,,,,,,
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,,,,,,,,,,,,,,,,,,,
2,0,"Kantor, Mr. Sinai",male,,,,,,,,,,,,,,,,,,,
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,,,,,,,,,,,,,,,,,,,
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,,,,,,,,,,,,,,,,,,,
2,1,"Keane, Miss. Nora A",female,,,,,,,,,,,,,,,,,,,
2,0,"Keane, Mr. Daniel",male,,,,,,,,,,,,,,,,,,,
2,1,"Kelly, Mrs. Florence ""Fannie""",female,,,,,,,,,,,,,,,,,,,
2,0,"Kirkland, Rev. Charles Leonard",male,,,,,,,,,,,,,,,,,,,
2,0,"Knight, Mr. Robert J",male,,,,,,,,,,,,,,,,,,,
2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,,,,,,,,,,,,,,,,,,,
2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,,,,,,,,,,,,,,,,,,,
2,0,"Lahtinen, Rev. William",male,,,,,,,,,,,,,,,,,,,
2,0,"Lamb, Mr. John Joseph",male,,,,,,,,,,,,,,,,,,,
2,1,"Laroche, Miss. Louise",female,,,,,,,,,,,,,,,,,,,
2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,,,,,,,,,,,,,,,,,,,
2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,,,,,,,,,,,,,,,,,,,
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,,,,,,,,,,,,,,,,,,,
2,1,"Lehmann, Miss. Bertha",female,,,,,,,,,,,,,,,,,,,
2,1,"Leitch, Miss. Jessie Wills",female,,,,,,,,,,,,,,,,,,,
2,1,"Lemore, Mrs. (Amelia Milley)",female,,,,,,,,,,,,,,,,,,,
2,0,"Levy, Mr. Rene Jacques",male,,,,,,,,,,,,,,,,,,,
2,0,"Leyson, Mr. Robert William Norman",male,,,,,,,,,,,,,,,,,,,
2,0,"Lingane, Mr. John",male,,,,,,,,,,,,,,,,,,,
2,0,"Louch, Mr. Charles Alexander",male,,,,,,,,,,,,,,,,,,,
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,,,,,,,,,,,,,,,,,,,
2,0,"Mack, Mrs. (Mary)",female,,,,,,,,,,,,,,,,,,,
2,0,"Malachard, Mr. Noel",male,,,,,,,,,,,,,,,,,,,
2,1,"Mallet, Master. Andre",male,,,,,,,,,,,,,,,,,,,
2,0,"Mallet, Mr. Albert",male,,,,,,,,,,,,,,,,,,,
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,,,,,,,,,,,,,,,,,,,
2,0,"Mangiavacchi, Mr. Serafino Emilio",male,,,,,,,,,,,,,,,,,,,
2,0,"Matthews, Mr. William John",male,,,,,,,,,,,,,,,,,,,
2,0,"Maybery, Mr. Frank Hubert",male,,,,,,,,,,,,,,,,,,,
2,0,"McCrae, Mr. Arthur Gordon",male,,,,,,,,,,,,,,,,,,,
2,0,"McCrie, Mr. James Matthew",male,,,,,,,,,,,,,,,,,,,
